Country Name,Country Code,Parameters,Year,Value,Country Group
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",2000,9.17,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",2000,0.22,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",2000,3.03,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",2000,12.73,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",2000,0.11,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",2000,1.22,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",2000,0.38,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",2000,0.18,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",2000,0.38,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",2000,1.82,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",2000,17.53,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",2000,0.57,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",2000,6.26,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",2000,0.91,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",2000,12.71,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",2000,5.04,G7
India,IND,GDP (current US$),2000,468000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),2000,260000000000.0,BRICS
China,CHN,GDP (current US$),2000,1210000000000.0,BRICS
South Africa,ZAF,GDP (current US$),2000,152000000000.0,BRICS
Brazil,BRA,GDP (current US$),2000,655000000000.0,BRICS
United States,USA,GDP (current US$),2000,10300000000000.0,G7
United Kingdom,GBR,GDP (current US$),2000,1670000000000.0,G7
Italy,ITA,GDP (current US$),2000,1150000000000.0,G7
Canada,CAN,GDP (current US$),2000,745000000000.0,G7
Japan,JPN,GDP (current US$),2000,4970000000000.0,G7
France,FRA,GDP (current US$),2000,1370000000000.0,G7
Germany,DEU,GDP (current US$),2000,1950000000000.0,G7
India,IND,GDP growth (annual %),2000,3.84,BRICS
Russian Federation,RUS,GDP growth (annual %),2000,10.0,BRICS
China,CHN,GDP growth (annual %),2000,8.49,BRICS
South Africa,ZAF,GDP growth (annual %),2000,4.2,BRICS
Brazil,BRA,GDP growth (annual %),2000,4.39,BRICS
United States,USA,GDP growth (annual %),2000,4.08,G7
United Kingdom,GBR,GDP growth (annual %),2000,4.32,G7
Italy,ITA,GDP growth (annual %),2000,3.79,G7
Canada,CAN,GDP growth (annual %),2000,5.14,G7
Japan,JPN,GDP growth (annual %),2000,2.76,G7
France,FRA,GDP growth (annual %),2000,3.92,G7
Germany,DEU,GDP growth (annual %),2000,2.91,G7
India,IND,GDP per capita (current US$),2000,442.04,BRICS
Russian Federation,RUS,GDP per capita (current US$),2000,1771.59,BRICS
China,CHN,GDP per capita (current US$),2000,959.36,BRICS
South Africa,ZAF,GDP per capita (current US$),2000,3241.66,BRICS
Brazil,BRA,GDP per capita (current US$),2000,3726.81,BRICS
United States,USA,GDP per capita (current US$),2000,36329.97,G7
United Kingdom,GBR,GDP per capita (current US$),2000,28280.93,G7
Italy,ITA,GDP per capita (current US$),2000,20137.59,G7
Canada,CAN,GDP per capita (current US$),2000,24271.0,G7
Japan,JPN,GDP per capita (current US$),2000,39169.36,G7
France,FRA,GDP per capita (current US$),2000,22416.43,G7
Germany,DEU,GDP per capita (current US$),2000,23694.76,G7
India,IND,GDP per capita growth (annual %),2000,1.97,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),2000,10.46,BRICS
China,CHN,GDP per capita growth (annual %),2000,7.64,BRICS
South Africa,ZAF,GDP per capita growth (annual %),2000,3.2,BRICS
Brazil,BRA,GDP per capita growth (annual %),2000,2.97,BRICS
United States,USA,GDP per capita growth (annual %),2000,2.93,G7
United Kingdom,GBR,GDP per capita growth (annual %),2000,3.95,G7
Italy,ITA,GDP per capita growth (annual %),2000,3.74,G7
Canada,CAN,GDP per capita growth (annual %),2000,4.16,G7
Japan,JPN,GDP per capita growth (annual %),2000,2.59,G7
France,FRA,GDP per capita growth (annual %),2000,3.21,G7
Germany,DEU,GDP per capita growth (annual %),2000,2.77,G7
India,IND,Gross savings (% of GDP),2000,26.12,BRICS
Russian Federation,RUS,Gross savings (% of GDP),2000,36.15,BRICS
China,CHN,Gross savings (% of GDP),2000,35.74,BRICS
South Africa,ZAF,Gross savings (% of GDP),2000,15.11,BRICS
Brazil,BRA,Gross savings (% of GDP),2000,13.99,BRICS
United States,USA,Gross savings (% of GDP),2000,20.81,G7
United Kingdom,GBR,Gross savings (% of GDP),2000,16.59,G7
Italy,ITA,Gross savings (% of GDP),2000,20.59,G7
Canada,CAN,Gross savings (% of GDP),2000,23.77,G7
Japan,JPN,Gross savings (% of GDP),2000,31.03,G7
France,FRA,Gross savings (% of GDP),2000,23.84,G7
Germany,DEU,Gross savings (% of GDP),2000,22.67,G7
India,IND,Imports of goods and services (% of GDP),2000,13.9,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),2000,24.03,BRICS
China,CHN,Imports of goods and services (% of GDP),2000,18.52,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),2000,21.82,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),2000,12.45,BRICS
United States,USA,Imports of goods and services (% of GDP),2000,14.41,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),2000,26.86,G7
Italy,ITA,Imports of goods and services (% of GDP),2000,24.78,G7
Canada,CAN,Imports of goods and services (% of GDP),2000,38.56,G7
Japan,JPN,Imports of goods and services (% of GDP),2000,9.1,G7
France,FRA,Imports of goods and services (% of GDP),2000,27.27,G7
Germany,DEU,Imports of goods and services (% of GDP),2000,30.68,G7
India,IND,"Inflation, consumer prices (annual %)",2000,4.01,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",2000,20.8,BRICS
China,CHN,"Inflation, consumer prices (annual %)",2000,0.35,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",2000,5.34,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",2000,7.04,BRICS
United States,USA,"Inflation, consumer prices (annual %)",2000,3.38,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2000,1.18,G7
Italy,ITA,"Inflation, consumer prices (annual %)",2000,2.54,G7
Canada,CAN,"Inflation, consumer prices (annual %)",2000,2.72,G7
Japan,JPN,"Inflation, consumer prices (annual %)",2000,-0.68,G7
France,FRA,"Inflation, consumer prices (annual %)",2000,1.68,G7
Germany,DEU,"Inflation, consumer prices (annual %)",2000,1.44,G7
India,IND,Population ages 65 and above (% of total population),2000,4.49,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),2000,12.35,BRICS
China,CHN,Population ages 65 and above (% of total population),2000,6.92,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),2000,4.16,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),2000,5.5,BRICS
United States,USA,Population ages 65 and above (% of total population),2000,12.32,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),2000,15.72,G7
Italy,ITA,Population ages 65 and above (% of total population),2000,18.31,G7
Canada,CAN,Population ages 65 and above (% of total population),2000,12.49,G7
Japan,JPN,Population ages 65 and above (% of total population),2000,17.8,G7
France,FRA,Population ages 65 and above (% of total population),2000,16.16,G7
Germany,DEU,Population ages 65 and above (% of total population),2000,16.43,G7
India,IND,Population growth (annual %),2000,1.82,BRICS
Russian Federation,RUS,Population growth (annual %),2000,-0.42,BRICS
China,CHN,Population growth (annual %),2000,0.79,BRICS
South Africa,ZAF,Population growth (annual %),2000,0.96,BRICS
Brazil,BRA,Population growth (annual %),2000,1.37,BRICS
United States,USA,Population growth (annual %),2000,1.11,G7
United Kingdom,GBR,Population growth (annual %),2000,0.36,G7
Italy,ITA,Population growth (annual %),2000,0.05,G7
Canada,CAN,Population growth (annual %),2000,0.93,G7
Japan,JPN,Population growth (annual %),2000,0.17,G7
France,FRA,Population growth (annual %),2000,0.69,G7
Germany,DEU,Population growth (annual %),2000,0.14,G7
India,IND,"Population, total",2000,1059633675.0,BRICS
Russian Federation,RUS,"Population, total",2000,146596869.0,BRICS
China,CHN,"Population, total",2000,1262645000.0,BRICS
South Africa,ZAF,"Population, total",2000,46813266.0,BRICS
Brazil,BRA,"Population, total",2000,175873720.0,BRICS
United States,USA,"Population, total",2000,282162411.0,G7
United Kingdom,GBR,"Population, total",2000,58892514.0,G7
Italy,ITA,"Population, total",2000,56942108.0,G7
Canada,CAN,"Population, total",2000,30685730.0,G7
Japan,JPN,"Population, total",2000,126843000.0,G7
France,FRA,"Population, total",2000,60921384.0,G7
Germany,DEU,"Population, total",2000,82211508.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,7.86,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,10.58,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,3.26,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,19.84,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,10.89,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,3.99,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,5.56,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,10.83,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,6.83,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,4.75,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,10.22,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,7.92,G7
India,IND,Current account balance (% of GDP),2001,0.29,BRICS
Russian Federation,RUS,Current account balance (% of GDP),2001,10.45,BRICS
China,CHN,Current account balance (% of GDP),2001,1.3,BRICS
South Africa,ZAF,Current account balance (% of GDP),2001,0.25,BRICS
Brazil,BRA,Current account balance (% of GDP),2001,-4.44,BRICS
United States,USA,Current account balance (% of GDP),2001,-3.72,G7
United Kingdom,GBR,Current account balance (% of GDP),2001,-1.77,G7
Italy,ITA,Current account balance (% of GDP),2001,0.16,G7
Canada,CAN,Current account balance (% of GDP),2001,2.13,G7
Japan,JPN,Current account balance (% of GDP),2001,1.97,G7
France,FRA,Current account balance (% of GDP),2001,1.52,G7
Germany,DEU,Current account balance (% of GDP),2001,-0.36,G7
India,IND,"Fertility rate, total (births per woman)",2001,3.3,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",2001,1.22,BRICS
China,CHN,"Fertility rate, total (births per woman)",2001,1.56,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",2001,2.37,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",2001,2.18,BRICS
United States,USA,"Fertility rate, total (births per woman)",2001,2.03,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",2001,1.63,G7
Italy,ITA,"Fertility rate, total (births per woman)",2001,1.25,G7
Canada,CAN,"Fertility rate, total (births per woman)",2001,1.54,G7
Japan,JPN,"Fertility rate, total (births per woman)",2001,1.33,G7
France,FRA,"Fertility rate, total (births per woman)",2001,1.9,G7
Germany,DEU,"Fertility rate, total (births per woman)",2001,1.35,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",2001,1.06,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",2001,0.93,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",2001,3.51,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",2001,5.37,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",2001,4.15,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",2001,1.63,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",2001,3.4,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",2001,1.27,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",2001,3.84,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",2001,0.11,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",2001,3.64,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",2001,2.93,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",2001,0.22,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",2001,0.83,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",2001,0.72,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",2001,-2.6,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",2001,-0.27,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",2001,1.38,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",2001,4.69,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",2001,1.4,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",2001,4.98,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",2001,0.82,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",2001,6.34,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",2001,3.61,G7
India,IND,GDP (current US$),2001,485000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),2001,307000000000.0,BRICS
China,CHN,GDP (current US$),2001,1340000000000.0,BRICS
South Africa,ZAF,GDP (current US$),2001,135000000000.0,BRICS
Brazil,BRA,GDP (current US$),2001,560000000000.0,BRICS
United States,USA,GDP (current US$),2001,10600000000000.0,G7
United Kingdom,GBR,GDP (current US$),2001,1650000000000.0,G7
Italy,ITA,GDP (current US$),2001,1170000000000.0,G7
Canada,CAN,GDP (current US$),2001,739000000000.0,G7
Japan,JPN,GDP (current US$),2001,4370000000000.0,G7
France,FRA,GDP (current US$),2001,1380000000000.0,G7
Germany,DEU,GDP (current US$),2001,1950000000000.0,G7
India,IND,GDP growth (annual %),2001,4.82,BRICS
Russian Federation,RUS,GDP growth (annual %),2001,5.1,BRICS
China,CHN,GDP growth (annual %),2001,8.34,BRICS
South Africa,ZAF,GDP growth (annual %),2001,2.7,BRICS
Brazil,BRA,GDP growth (annual %),2001,1.39,BRICS
United States,USA,GDP growth (annual %),2001,0.96,G7
United Kingdom,GBR,GDP growth (annual %),2001,2.58,G7
Italy,ITA,GDP growth (annual %),2001,1.95,G7
Canada,CAN,GDP growth (annual %),2001,1.88,G7
Japan,JPN,GDP growth (annual %),2001,0.39,G7
France,FRA,GDP growth (annual %),2001,1.98,G7
Germany,DEU,GDP growth (annual %),2001,1.68,G7
India,IND,GDP per capita (current US$),2001,449.91,BRICS
Russian Federation,RUS,GDP per capita (current US$),2001,2100.35,BRICS
China,CHN,GDP per capita (current US$),2001,1053.11,BRICS
South Africa,ZAF,GDP per capita (current US$),2001,2867.47,BRICS
Brazil,BRA,GDP per capita (current US$),2001,3142.24,BRICS
United States,USA,GDP per capita (current US$),2001,37133.62,G7
United Kingdom,GBR,GDP per capita (current US$),2001,27906.57,G7
Italy,ITA,GDP per capita (current US$),2001,20500.95,G7
Canada,CAN,GDP per capita (current US$),2001,23822.1,G7
Japan,JPN,GDP per capita (current US$),2001,34406.18,G7
France,FRA,GDP per capita (current US$),2001,22449.34,G7
Germany,DEU,GDP per capita (current US$),2001,23628.33,G7
India,IND,GDP per capita growth (annual %),2001,2.95,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),2001,5.55,BRICS
China,CHN,GDP per capita growth (annual %),2001,7.55,BRICS
South Africa,ZAF,GDP per capita growth (annual %),2001,1.79,BRICS
Brazil,BRA,GDP per capita growth (annual %),2001,0.06,BRICS
United States,USA,GDP per capita growth (annual %),2001,-0.04,G7
United Kingdom,GBR,GDP per capita growth (annual %),2001,2.18,G7
Italy,ITA,GDP per capita growth (annual %),2001,1.89,G7
Canada,CAN,GDP per capita growth (annual %),2001,0.77,G7
Japan,JPN,GDP per capita growth (annual %),2001,0.14,G7
France,FRA,GDP per capita growth (annual %),2001,1.24,G7
Germany,DEU,GDP per capita growth (annual %),2001,1.51,G7
India,IND,Gross savings (% of GDP),2001,26.26,BRICS
Russian Federation,RUS,Gross savings (% of GDP),2001,32.51,BRICS
China,CHN,Gross savings (% of GDP),2001,37.27,BRICS
South Africa,ZAF,Gross savings (% of GDP),2001,14.76,BRICS
Brazil,BRA,Gross savings (% of GDP),2001,13.59,BRICS
United States,USA,Gross savings (% of GDP),2001,19.66,G7
United Kingdom,GBR,Gross savings (% of GDP),2001,16.52,G7
Italy,ITA,Gross savings (% of GDP),2001,21.0,G7
Canada,CAN,Gross savings (% of GDP),2001,22.64,G7
Japan,JPN,Gross savings (% of GDP),2001,29.72,G7
France,FRA,Gross savings (% of GDP),2001,23.94,G7
